activity_id,user_id,username,activity_type,ip_address,device,browser,location,login_count,timestamp,description
987,41,tormesherre,Logout,74.137.76.107,Microsoft Surface Pro,Google Chrome,Coutada,93,2024-07-04T01:16:15Z,User logged out from the account on Google Chrome.
988,15,bphillippsrf,Password Change,47.170.178.153,Microsoft Surface Pro,Brave,San Juan de Dios,92,2024-05-08T07:12:12Z,User reset their password after a security request.
989,37,dsynkerg,Login,171.32.176.70,HP Pavilion Laptop,Safari,Bojongnangka,2,2024-08-03T06:39:54Z,New login detected from HP Pavilion Laptop in Bojongnangka.
990,37,hberrierh,Logout,157.138.138.178,iPhone 14,Google Chrome,Minnedosa,43,2024-12-15T00:06:12Z,Session terminated for user on iPhone 14.
991,18,fwestmorelandri,Password Change,9.11.143.201,Xiaomi Mi 11,Microsoft Edge,Citambal,2,2024-01-29T19:56:07Z,Password reset completed for user.
992,48,aclemmittrj,Login,232.43.140.235,Xiaomi Mi 11,Safari,Argalastí,63,2024-03-29T06:47:07Z,Login detected from Argalastí using Xiaomi Mi 11.
993,45,mhallingrk,Password Change,188.108.215.29,MacBook Pro,Safari,Xin’andu,78,2024-05-11T23:38:03Z,User changed password successfully.
994,38,jarnerl,Logout,54.10.154.107,Samsung Galaxy S22,Microsoft Edge,Huili Chengguanzhen,49,2024-02-11T12:42:32Z,Logout detected from Huili Chengguanzhen using Samsung Galaxy S22.
995,25,tgyrgorcewicxrm,Login,102.119.136.0,OnePlus 9,Mozilla Firefox,Gorbatovka,18,2023-12-17T19:09:01Z,User logged in from IP 102.119.136.0 using Mozilla Firefox on OnePlus 9.
996,19,kskedrn,Password Change,233.171.212.36,OnePlus 9,Opera,Rio,76,2024-09-21T11:24:37Z,Password reset completed for user.
997,24,bdeclerqro,Logout,48.95.4.139,Lenovo ThinkPad,Safari,Pingle,1,2024-01-21T23:22:46Z,Logout completed from Safari on Lenovo ThinkPad.
998,42,cdomenicirp,Login,30.233.98.222,iPhone 14,Mozilla Firefox,Marčelji,25,2024-07-19T16:23:20Z,User logged in from IP 30.233.98.222 using Mozilla Firefox on iPhone 14.
999,26,igillbeyrq,Logout,255.113.23.182,Dell XPS 13,Microsoft Edge,Tortosa,86,2024-11-06T22:20:14Z,Session terminated for user on Dell XPS 13.
1000,12,sdenslowrr,Login,69.216.54.164,OnePlus 9,Google Chrome,Prínos,87,2024-12-25T11:26:25Z,Login attempt successful from Prínos using Google Chrome.
